web-scraper-order,web-scraper-start-url,url_title,url_title-href,topic,date,author
"1717573622-71","https://www.tichyseinblick.de/page/12/?s=akw","Gas bald für viele unbezahlbar: Die Ampel lässt die Bürger in den Ruin laufen","https://www.tichyseinblick.de/meinungen/gaspreise-bundesregierung/","Die Abwrackung der Mittelschicht","29. Juni 2022","Klaus-Rüdiger Mai"
"1717573622-72","https://www.tichyseinblick.de/page/12/?s=akw","„Putin“ als Ausrede für deutsches Politikversagen","https://www.tichyseinblick.de/kolumnen/stephans-spitzen/putin-als-ausrede-fuer-deutsches-politikversagen/","Stephans Spitzen:","28. Juni 2022","Cora Stephan"
"1717573622-73","https://www.tichyseinblick.de/page/12/?s=akw","Russland, Königsberg und die EU – die behutsame Gewöhnung an den Krieg","https://www.tichyseinblick.de/kolumnen/spahns-spitzwege/russland-koenigsberg-und-die-eu-die-behutsame-gewoehnung-an-den-krieg/","Die Normalität des Krieges","23. Juni 2022","Tomas Spahn"
"1717573622-74","https://www.tichyseinblick.de/page/12/?s=akw","Laut Anti-Betrugs-Behörde über 500 Millionen Euro aus EU-Finanzen veruntreut","https://www.tichyseinblick.de/meinungen/laut-anti-betrugs-behoerde-ueber-500-millionen-euro-veruntreut/","Zweckentfremdung, Missbrauch, Veruntreuung","11. Juni 2022","Redaktion"
"1717573622-75","https://www.tichyseinblick.de/page/12/?s=akw","Energieversorgung in Deutschland – Realpolitik? Nein, Fatalpolitik!","https://www.tichyseinblick.de/meinungen/realpolitik-nein-fatalpolitik/","von moralischer Überlegenheit beseelt","25. Mai 2022","Gastautor"
"1717573628-76","https://www.tichyseinblick.de/page/11/?s=akw","Die Krise kommt, der Wahlkampf geht weiter","https://www.tichyseinblick.de/kolumnen/stephans-spitzen/die-krise-kommt-der-wahlkampf-geht-weiter/","Stephans Spitzen:","30. August 2022","Cora Stephan"
"1717573628-77","https://www.tichyseinblick.de/page/11/?s=akw","Grüne und Atomkraft: Mit dem Ausblenden von Antworten Kurs halten","https://www.tichyseinblick.de/feuilleton/medien/nouripour-anti-kernkraft-zitat-antworten-ausblenden/","Nouripours Anti-Kernkraft-Zitat","30. August 2022","Marco Gallina"
"1717573628-78","https://www.tichyseinblick.de/page/11/?s=akw","Uniper und die Gasumlage: Klimaminister Habeck ist blamiert","https://www.tichyseinblick.de/meinungen/uniper-gasumlage-habeck/","Des grünen Kaisers neue Kleider","30. August 2022","Klaus-Rüdiger Mai"
"1717573628-79","https://www.tichyseinblick.de/page/11/?s=akw","Als Greenpeace sich in die Steinkohle verliebte","https://www.tichyseinblick.de/feuilleton/glosse/laufzeitverlaengerung-greenpeace-steinkohle/","Achtung Satire!","30. August 2022","Marco Gallina"
"1717573628-80","https://www.tichyseinblick.de/page/11/?s=akw","Habeck sorgt sich um grüne Dogmen mehr als um die Energieversorgung","https://www.tichyseinblick.de/kolumnen/knauss-kontert/habeck-kanada/","Kanada-Reise","22. August 2022","Ferdinand Knauss"
"1717573628-81","https://www.tichyseinblick.de/page/11/?s=akw","ÖRR: Nicht verzagen – Greenpeace fragen!","https://www.tichyseinblick.de/daili-es-sentials/oerr-nicht-verzagen-greenpeace-fragen/","Stellvertreterkrieg zur Nutzung der Atomkraft","20. August 2022","Redaktion"
"1717573628-82","https://www.tichyseinblick.de/page/11/?s=akw","Atomkraft: Politische Taktiererei auf Kosten der Energieversorgung","https://www.tichyseinblick.de/meinungen/laufzeitverlaengerung-politische-taktiererei-energieversorgung/","Poker bei der Laufzeitverlängerung","18. August 2022","Marco Gallina"
"1717573628-83","https://www.tichyseinblick.de/page/11/?s=akw","Von wegen kein Stromproblem: Die Börsen-Preise explodieren gerade","https://www.tichyseinblick.de/kolumnen/knauss-kontert/erhoehrung-strompreis-eex/","Vorbote einer neuen Preiskrise","17. August 2022","Ferdinand Knauss"
"1717573628-84","https://www.tichyseinblick.de/page/11/?s=akw","Fünf Schneisen im Dschungel des Freiheitsbegriffs","https://www.tichyseinblick.de/kolumnen/vorwort-zum-sonntag/fuenf-schneisen-im-dschungel-des-freiheitsbegriffs/","babylonische Sprachverwirrung","13. August 2022","Achijah Zorn"
"1717573628-85","https://www.tichyseinblick.de/page/11/?s=akw","E-Fuels oder Elektroautos? – Warum man beide braucht","https://www.tichyseinblick.de/wirtschaft/mobilitaet/mobilitaet-fuer-alle-e-fuels-und-elektroautos/","Individuelle Mobilität und Klimaschutz","5. August 2022","Dr. Helmut Becker"
"1717573628-86","https://www.tichyseinblick.de/page/11/?s=akw","Das Zittern der Grünkirche","https://www.tichyseinblick.de/kolumnen/spahns-spitzwege/atomkraft-das-zittern-der-gruenkirche/","Grüner Gründungsmythos Atomkraft","4. August 2022","Tomas Spahn"
"1717573628-87","https://www.tichyseinblick.de/page/11/?s=akw","Energiepolitik im Streckbetrieb – Habeck und Lemke zum Weiterbetrieb von Kernkraftwerken","https://www.tichyseinblick.de/kolumnen/klima-durchblick/energiepolitik-streckbetrieb/","Sachverhalt falsch dargestellt","4. August 2022","Fritz Vahrenholt"
"1717573628-88","https://www.tichyseinblick.de/page/11/?s=akw","Blackbox KW 29 – Nach der Hitze das Gewitter","https://www.tichyseinblick.de/kolumnen/blackbox/kw-29-nach-der-hitze-das-gewitter/","Blick zurück - nach vorn","24. Juli 2022","Stephan Paetow"
"1717573628-89","https://www.tichyseinblick.de/page/11/?s=akw","Kernenergie: Kommt Bewegung in die Ampel?","https://www.tichyseinblick.de/daili-es-sentials/kernenergie-kommt-bewegung-in-die-ampel/","Diskussion über Laufzeitverlängerung","23. Juli 2022","Marco Gallina"
"1717573628-90","https://www.tichyseinblick.de/page/11/?s=akw","Strompreise zertrümmern grüne Wunschvorstellungen von Elektromobilität","https://www.tichyseinblick.de/wirtschaft/strompreise-zertruemmern-gruene-wunschvorstellungen-von-elektromobilitaet/","Elektroauto-Illusion","19. Juli 2022","Dr. Helmut Becker"
"1717573635-91","https://www.tichyseinblick.de/page/10/?s=akw","Deutschlands schwarzer Freitag","https://www.tichyseinblick.de/meinungen/deutschlands-schwarzer-freitag/","Der 16. September 2022","18. September 2022","Klaus-Rüdiger Mai"
"1717573635-92","https://www.tichyseinblick.de/page/10/?s=akw","Überlebensstrategien und Verhaltenstipps bei Stromausfall","https://www.tichyseinblick.de/gastbeitrag/verhalten-bei-stromausfall%e2%80%a8%e2%80%a8/","Leserbeitrag","18. September 2022","Gastautor"
